PK_ID_ALUNO,FK_ID_TURMA,NOME_ALUNO,SOBRENOME_ALUNO,CPF,DATA_NASCIMENTO,GÊNERO,ENDEREÇO,CIDADE,ESTADO,NÚMERO,LOGIN_PORTAL,EMAIL,FK_ID_MEIO_DE_PAGAMENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,13,HERIBERTO,MIERA,8468111384,'14/11/1998',M,"RUA GENOVEVA ONOFRE BARBAN, 65",BELO HORIZONTE,MG,(71) 9 7623-7851,HERIBERTO.MIERA,HERIBERTO.MIERA@GMAIL.COM,3,,(,145,",",13,",",'HERIBERTO',",",'MIERA',",",'8468111384',",",'14/11/1998',",",'M',",","'RUA GENOVEVA ONOFRE BARBAN, 65'",",",'BELO HORIZONTE',",",'MG',",",'(71) 9 7623-7851',",",'HERIBERTO.MIERA',",",'HERIBERTO.MIERA@GMAIL.COM',",",3,),","
146,14,JACI,LEÃO,32731171332,'15/11/1998',F,"AV. CAVALHEIRO PASCHOAL INNECCHI, 970",SALVADOR,BA,(62) 9 8781-8487,JACI.LEÃO,JACI.LEÃO@GMAIL.COM,3,,(,146,",",14,",",'JACI',",",'LEÃO',",",'32731171332',",",'15/11/1998',",",'F',",","'AV. CAVALHEIRO PASCHOAL INNECCHI, 970'",",",'SALVADOR',",",'BA',",",'(62) 9 8781-8487',",",'JACI.LEÃO',",",'JACI.LEÃO@GMAIL.COM',",",3,),","
147,15,JAMARI,BOTELHO,48713082434,'16/11/1998',F,"ESTRADA PARA REPRESA DE GERICINÓ, 8551",CANDEIAS,PE,(81) 9 6088-3353,JAMARI.BOTELHO,JAMARI.BOTELHO@GMAIL.COM,1,,(,147,",",15,",",'JAMARI',",",'BOTELHO',",",'48713082434',",",'16/11/1998',",",'F',",","'ESTRADA PARA REPRESA DE GERICINÓ, 8551'",",",'CANDEIAS',",",'PE',",",'(81) 9 6088-3353',",",'JAMARI.BOTELHO',",",'JAMARI.BOTELHO@GMAIL.COM',",",1,),","
148,16,JANDAÍRA,SARMENTO,15485126723,'17/11/1998',F,VICINAL PARA PADROEIRA,LAURO DE FREITAS,BA,(71) 9 7623-7852,JANDAÍRA.SARMENTO,JANDAÍRA.SARMENTO@GMAIL.COM,1,,(,148,",",16,",",'JANDAÍRA',",",'SARMENTO',",",'15485126723',",",'17/11/1998',",",'F',",",'VICINAL PARA PADROEIRA',",",'LAURO DE FREITAS',",",'BA',",",'(71) 9 7623-7852',",",'JANDAÍRA.SARMENTO',",",'JANDAÍRA.SARMENTO@GMAIL.COM',",",1,),","
149,1,JULIANO,CAMARGO,6011075517,'18/11/1998',M,"RUA SETE DE SETEMBRO, 975",BELÉM,PA,(62) 9 8781-8488,JULIANO.CAMARGO,JULIANO.CAMARGO@GMAIL.COM,2,,(,149,",",1,",",'JULIANO',",",'CAMARGO',",",'6011075517',",",'18/11/1998',",",'M',",","'RUA SETE DE SETEMBRO, 975'",",",'BELÉM',",",'PA',",",'(62) 9 8781-8488',",",'JULIANO.CAMARGO',",",'JULIANO.CAMARGO@GMAIL.COM',",",2,),","
150,6,JUTAÍ,CABEZA,56638302353,'19/11/1998',M,"AVENIDA PADRE MENDONÇA, 117",PARAGOMINAS,PA,(81) 9 6088-3354,JUTAÍ.CABEZA,JUTAÍ.CABEZA@GMAIL.COM,1,,(,150,",",6,",",'JUTAÍ',",",'CABEZA',",",'56638302353',",",'19/11/1998',",",'M',",","'AVENIDA PADRE MENDONÇA, 117'",",",'PARAGOMINAS',",",'PA',",",'(81) 9 6088-3354',",",'JUTAÍ.CABEZA',",",'JUTAÍ.CABEZA@GMAIL.COM',",",1,),","
151,5,JUTAÍ,GUEDELLA,3205004622,'20/11/1998',M,"RUA GENOVEVA ONOFRE BARBAN, 66",PETROLINA,PE,(71) 9 7623-7853,JUTAÍ.GUEDELLA,JUTAÍ.GUEDELLA@GMAIL.COM,1,,(,151,",",5,",",'JUTAÍ',",",'GUEDELLA',",",'3205004622',",",'20/11/1998',",",'M',",","'RUA GENOVEVA ONOFRE BARBAN, 66'",",",'PETROLINA',",",'PE',",",'(71) 9 7623-7853',",",'JUTAÍ.GUEDELLA',",",'JUTAÍ.GUEDELLA@GMAIL.COM',",",1,),","
152,1,LEONARDO,LANCASTRE,11087357705,'21/11/1998',M,"RUA PALMEIRAS, 56",RIO DE JANEIRO,RJ,(62) 9 8781-8489,LEONARDO.LANCASTRE,LEONARDO.LANCASTRE@GMAIL.COM,2,,(,152,",",1,",",'LEONARDO',",",'LANCASTRE',",",'11087357705',",",'21/11/1998',",",'M',",","'RUA PALMEIRAS, 56'",",",'RIO DE JANEIRO',",",'RJ',",",'(62) 9 8781-8489',",",'LEONARDO.LANCASTRE',",",'LEONARDO.LANCASTRE@GMAIL.COM',",",2,),","
153,3,LUA,ARRUDA,5188118750,'22/11/1998',F,"RUA CAPITÃO AMÉRICO FRANCISCO DA VEIGA, 517",RIO DE JANEIRO,RJ,(81) 9 6088-3355,LUA.ARRUDA,LUA.ARRUDA@GMAIL.COM,3,,(,153,",",3,",",'LUA',",",'ARRUDA',",",'5188118750',",",'22/11/1998',",",'F',",","'RUA CAPITÃO AMÉRICO FRANCISCO DA VEIGA, 517'",",",'RIO DE JANEIRO',",",'RJ',",",'(81) 9 6088-3355',",",'LUA.ARRUDA',",",'LUA.ARRUDA@GMAIL.COM',",",3,),","
154,3,LUANA,JUNQUEIRA,26608271093,'23/11/1998',F,"RUA PALMEIRAS, 57",RIO DE JANEIRO,RJ,(71) 9 7623-7854,LUANA.JUNQUEIRA,LUANA.JUNQUEIRA@GMAIL.COM,3,,(,154,",",3,",",'LUANA',",",'JUNQUEIRA',",",'26608271093',",",'23/11/1998',",",'F',",","'RUA PALMEIRAS, 57'",",",'RIO DE JANEIRO',",",'RJ',",",'(71) 9 7623-7854',",",'LUANA.JUNQUEIRA',",",'LUANA.JUNQUEIRA@GMAIL.COM',",",3,),","
155,4,LUANA,REBOUÇAS,84120378209,'24/11/1998',F,"RUA CAPITÃO AMÉRICO FRANCISCO DA VEIGA, 518",FLORIANÓPOLIS,SC,(62) 9 8781-8476,LUANA.REBOUÇAS,LUANA.REBOUÇAS@GMAIL.COM,3,,(,155,",",4,",",'LUANA',",",'REBOUÇAS',",",'84120378209',",",'24/11/1998',",",'F',",","'RUA CAPITÃO AMÉRICO FRANCISCO DA VEIGA, 518'",",",'FLORIANÓPOLIS',",",'SC',",",'(62) 9 8781-8476',",",'LUANA.REBOUÇAS',",",'LUANA.REBOUÇAS@GMAIL.COM',",",3,),","
156,5,LUCINDA,DOMINGUES,64781041256,'25/11/1998',F,"RUA PALMEIRAS, 58",SÃO PAULO,SP,(62) 9 8781-8473,LUCINDA.DOMINGUES,LUCINDA.DOMINGUES@GMAIL.COM,1,,(,156,",",5,",",'LUCINDA',",",'DOMINGUES',",",'64781041256',",",'25/11/1998',",",'F',",","'RUA PALMEIRAS, 58'",",",'SÃO PAULO',",",'SP',",",'(62) 9 8781-8473',",",'LUCINDA.DOMINGUES',",",'LUCINDA.DOMINGUES@GMAIL.COM',",",1,),","
157,6,MANUEL,GIMÉNEZ,38571478490,'26/11/1998',M,"RUA CAPITÃO AMÉRICO FRANCISCO DA VEIGA, 519",BELO HORIZONTE,MG,(62) 9 8781-8468,MANUEL.GIMÉNEZ,MANUEL.GIMÉNEZ@GMAIL.COM,1,,(,157,",",6,",",'MANUEL',",",'GIMÉNEZ',",",'38571478490',",",'26/11/1998',",",'M',",","'RUA CAPITÃO AMÉRICO FRANCISCO DA VEIGA, 519'",",",'BELO HORIZONTE',",",'MG',",",'(62) 9 8781-8468',",",'MANUEL.GIMÉNEZ',",",'MANUEL.GIMÉNEZ@GMAIL.COM',",",1,),","
158,7,MARCO,LOUREIRO,70230566707,'27/11/1998',M,"RUA PALMEIRAS, 59",SALVADOR,BA,(62) 9 8781-8465,MARCO.LOUREIRO,MARCO.LOUREIRO@GMAIL.COM,1,,(,158,",",7,",",'MARCO',",",'LOUREIRO',",",'70230566707',",",'27/11/1998',",",'M',",","'RUA PALMEIRAS, 59'",",",'SALVADOR',",",'BA',",",'(62) 9 8781-8465',",",'MARCO.LOUREIRO',",",'MARCO.LOUREIRO@GMAIL.COM',",",1,),","
159,12,MARTIM,DORNELLES,63318116130,'28/11/1998',M,"RUA CAPITÃO AMÉRICO FRANCISCO DA VEIGA, 520",CANDEIAS,PE,(81) 9 6088-3352,MARTIM.DORNELLES,MARTIM.DORNELLES@GMAIL.COM,1,,(,159,",",12,",",'MARTIM',",",'DORNELLES',",",'63318116130',",",'28/11/1998',",",'M',",","'RUA CAPITÃO AMÉRICO FRANCISCO DA VEIGA, 520'",",",'CANDEIAS',",",'PE',",",'(81) 9 6088-3352',",",'MARTIM.DORNELLES',",",'MARTIM.DORNELLES@GMAIL.COM',",",1,),","
160,20,MAURO,PARRACHO,34568411750,'29/11/1998',M,"RUA GENOVEVA ONOFRE BARBAN, 60",LAURO DE FREITAS,BA,(71) 9 7623-7851,MAURO.PARRACHO,MAURO.PARRACHO@GMAIL.COM,1,,(,160,",",20,",",'MAURO',",",'PARRACHO',",",'34568411750',",",'29/11/1998',",",'M',",","'RUA GENOVEVA ONOFRE BARBAN, 60'",",",'LAURO DE FREITAS',",",'BA',",",'(71) 9 7623-7851',",",'MAURO.PARRACHO',",",'MAURO.PARRACHO@GMAIL.COM',",",1,),","
161,20,MEM,AMARO,84331258696,'30/11/1998',M,"AV. CAVALHEIRO PASCHOAL INNECCHI, 965",BELÉM,PA,(62) 9 8781-8487,MEM.AMARO,MEM.AMARO@GMAIL.COM,1,,(,161,",",20,",",'MEM',",",'AMARO',",",'84331258696',",",'30/11/1998',",",'M',",","'AV. CAVALHEIRO PASCHOAL INNECCHI, 965'",",",'BELÉM',",",'PA',",",'(62) 9 8781-8487',",",'MEM.AMARO',",",'MEM.AMARO@GMAIL.COM',",",1,),","
162,20,MIGUEL,MONJARDIM,36451671371,'01/12/1998',M,"ESTRADA PARA REPRESA DE GERICINÓ, 8546",PARAGOMINAS,PA,(81) 9 6088-3353,MIGUEL.MONJARDIM,MIGUEL.MONJARDIM@GMAIL.COM,3,,(,162,",",20,",",'MIGUEL',",",'MONJARDIM',",",'36451671371',",",'01/12/1998',",",'M',",","'ESTRADA PARA REPRESA DE GERICINÓ, 8546'",",",'PARAGOMINAS',",",'PA',",",'(81) 9 6088-3353',",",'MIGUEL.MONJARDIM',",",'MIGUEL.MONJARDIM@GMAIL.COM',",",3,),","
163,1,MIGUEL,SERPA,57271550534,'02/12/1998',M,"VICINAL PARA SÃO JOSE, 124",PETROLINA,PE,(71) 9 7623-7852,MIGUEL.SERPA,MIGUEL.SERPA@GMAIL.COM,3,,(,163,",",1,",",'MIGUEL',",",'SERPA',",",'57271550534',",",'02/12/1998',",",'M',",","'VICINAL PARA SÃO JOSE, 124'",",",'PETROLINA',",",'PE',",",'(71) 9 7623-7852',",",'MIGUEL.SERPA',",",'MIGUEL.SERPA@GMAIL.COM',",",3,),","
164,9,MIRIAM,AFONSO,72871255440,'03/12/1998',M,"RUA SETE DE SETEMBRO, 970",SOBRAL,CE,(62) 9 8781-8488,MIRIAM.AFONSO,MIRIAM.AFONSO@GMAIL.COM,2,,(,164,",",9,",",'MIRIAM',",",'AFONSO',",",'72871255440',",",'03/12/1998',",",'M',",","'RUA SETE DE SETEMBRO, 970'",",",'SOBRAL',",",'CE',",",'(62) 9 8781-8488',",",'MIRIAM.AFONSO',",",'MIRIAM.AFONSO@GMAIL.COM',",",2,),","
165,11,MIRU,VIGÁRIO,30605647283,'04/12/1998',M,"AVENIDA PADRE MENDONÇA, 112",BRASÍLIA,DF,(81) 9 6088-3354,MIRU.VIGÁRIO,MIRU.VIGÁRIO@GMAIL.COM,3,,(,165,",",11,",",'MIRU',",",'VIGÁRIO',",",'30605647283',",",'04/12/1998',",",'M',",","'AVENIDA PADRE MENDONÇA, 112'",",",'BRASÍLIA',",",'DF',",",'(81) 9 6088-3354',",",'MIRU.VIGÁRIO',",",'MIRU.VIGÁRIO@GMAIL.COM',",",3,),","
166,12,MÁRCIA,CACHOEIRA,35707216634,'05/12/1998',F,"RUA GENOVEVA ONOFRE BARBAN, 61",BRASÍLIA,DF,(71) 9 7623-7853,MÁRCIA.CACHOEIRA,MÁRCIA.CACHOEIRA@GMAIL.COM,1,,(,166,",",12,",",'MÁRCIA',",",'CACHOEIRA',",",'35707216634',",",'05/12/1998',",",'F',",","'RUA GENOVEVA ONOFRE BARBAN, 61'",",",'BRASÍLIA',",",'DF',",",'(71) 9 7623-7853',",",'MÁRCIA.CACHOEIRA',",",'MÁRCIA.CACHOEIRA@GMAIL.COM',",",1,),","
167,14,MÁRCIO,FAUSTINO,50750513403,'06/12/1998',M,"AV. CAVALHEIRO PASCHOAL INNECCHI, 966",QUIXADÁ,CE,(62) 9 8781-8489,MÁRCIO.FAUSTINO,MÁRCIO.FAUSTINO@GMAIL.COM,1,,(,167,",",14,",",'MÁRCIO',",",'FAUSTINO',",",'50750513403',",",'06/12/1998',",",'M',",","'AV. CAVALHEIRO PASCHOAL INNECCHI, 966'",",",'QUIXADÁ',",",'CE',",",'(62) 9 8781-8489',",",'MÁRCIO.FAUSTINO',",",'MÁRCIO.FAUSTINO@GMAIL.COM',",",1,),","
168,15,NATACHA,RORIZ,42118660014,'07/12/1998',F,"ESTRADA PARA REPRESA DE GERICINÓ, 8547",PRESIDENTE DUTRA,SP,(81) 9 6088-3355,NATACHA.RORIZ,NATACHA.RORIZ@GMAIL.COM,2,,(,168,",",15,",",'NATACHA',",",'RORIZ',",",'42118660014',",",'07/12/1998',",",'F',",","'ESTRADA PARA REPRESA DE GERICINÓ, 8547'",",",'PRESIDENTE DUTRA',",",'SP',",",'(81) 9 6088-3355',",",'NATACHA.RORIZ',",",'NATACHA.RORIZ@GMAIL.COM',",",2,),","
169,15,NICOLAU,GUZMÁN,43304278850,'08/12/1998',M,"VICINAL PARA SÃO JOSE, 76",CAMPINAS,SP,(71) 9 7623-7854,NICOLAU.GUZMÁN,NICOLAU.GUZMÁN@GMAIL.COM,3,,(,169,",",15,",",'NICOLAU',",",'GUZMÁN',",",'43304278850',",",'08/12/1998',",",'M',",","'VICINAL PARA SÃO JOSE, 76'",",",'CAMPINAS',",",'SP',",",'(71) 9 7623-7854',",",'NICOLAU.GUZMÁN',",",'NICOLAU.GUZMÁN@GMAIL.COM',",",3,),","
170,3,NILZA,CORREIA,44636316290,'09/12/1998',F,"RUA SETE DE SETEMBRO, 971",PRESIDENTE DUTRA,SP,(62) 9 8781-8469,NILZA.CORREIA,NILZA.CORREIA@GMAIL.COM,1,,(,170,",",3,",",'NILZA',",",'CORREIA',",",'44636316290',",",'09/12/1998',",",'F',",","'RUA SETE DE SETEMBRO, 971'",",",'PRESIDENTE DUTRA',",",'SP',",",'(62) 9 8781-8469',",",'NILZA.CORREIA',",",'NILZA.CORREIA@GMAIL.COM',",",1,),","
171,2,OLGA,VIDAL,17038243004,'10/12/1998',F,"AVENIDA PADRE MENDONÇA, 113",MACAPÁ,AM,(62) 9 8781-8466,OLGA.VIDAL,OLGA.VIDAL@GMAIL.COM,1,,(,171,",",2,",",'OLGA',",",'VIDAL',",",'17038243004',",",'10/12/1998',",",'F',",","'AVENIDA PADRE MENDONÇA, 113'",",",'MACAPÁ',",",'AM',",",'(62) 9 8781-8466',",",'OLGA.VIDAL',",",'OLGA.VIDAL@GMAIL.COM',",",1,),","
172,3,ORIANA,BRAZ,45351656027,'11/12/1998',F,"av. Beltrano, numero 32, apt. 13, Centro",ALUMÍNIO,SP,(81) 9 6088-3353,ORIANA.BRAZ,ORIANA.BRAZ@GMAIL.COM,1,,(,172,",",3,",",'ORIANA',",",'BRAZ',",",'45351656027',",",'11/12/1998',",",'F',",","'av. Beltrano, numero 32, apt. 13, Centro'",",",'ALUMÍNIO',",",'SP',",",'(81) 9 6088-3353',",",'ORIANA.BRAZ',",",'ORIANA.BRAZ@GMAIL.COM',",",1,),","
173,2,PALMIRO,GALVÃO,37875332060,'12/12/1998',M,"rua das Flores, quadra B, numero 2, Liberdade",CUBATÃO,SP,(71) 9 7623-7852,PALMIRO.GALVÃO,PALMIRO.GALVÃO@GMAIL.COM,3,,(,173,",",2,",",'PALMIRO',",",'GALVÃO',",",'37875332060',",",'12/12/1998',",",'M',",","'rua das Flores, quadra B, numero 2, Liberdade'",",",'CUBATÃO',",",'SP',",",'(71) 9 7623-7852',",",'PALMIRO.GALVÃO',",",'PALMIRO.GALVÃO@GMAIL.COM',",",3,),","
174,5,PAULINA,MANSILHA,43384524128,'13/12/1998',F,"rua Projetada, numero 2, Lagos",OSASCO,SP,(62) 9 8781-8488,PAULINA.MANSILHA,PAULINA.MANSILHA@GMAIL.COM,1,,(,174,",",5,",",'PAULINA',",",'MANSILHA',",",'43384524128',",",'13/12/1998',",",'F',",","'rua Projetada, numero 2, Lagos'",",",'OSASCO',",",'SP',",",'(62) 9 8781-8488',",",'PAULINA.MANSILHA',",",'PAULINA.MANSILHA@GMAIL.COM',",",1,),","
175,6,PLÍNIO,ARRUDA,5342786711,'14/12/1998',M,"av. Embaixador Luiz, numero 3, Centro",SÃO PAULO,SP,(81) 9 6088-3354,PLÍNIO.ARRUDA,PLÍNIO.ARRUDA@GMAIL.COM,3,,(,175,",",6,",",'PLÍNIO',",",'ARRUDA',",",'5342786711',",",'14/12/1998',",",'M',",","'av. Embaixador Luiz, numero 3, Centro'",",",'SÃO PAULO',",",'SP',",",'(81) 9 6088-3354',",",'PLÍNIO.ARRUDA',",",'PLÍNIO.ARRUDA@GMAIL.COM',",",3,),","
176,6,RODOLFO,MONTENEGRO,40206137370,'15/12/1998',M,"av. Beira mar, numero 33, Lagoa Amarela",SÃO PAULO,SP,(71) 9 7623-7853,RODOLFO.MONTENEGRO,RODOLFO.MONTENEGRO@GMAIL.COM,3,,(,176,",",6,",",'RODOLFO',",",'MONTENEGRO',",",'40206137370',",",'15/12/1998',",",'M',",","'av. Beira mar, numero 33, Lagoa Amarela'",",",'SÃO PAULO',",",'SP',",",'(71) 9 7623-7853',",",'RODOLFO.MONTENEGRO',",",'RODOLFO.MONTENEGRO@GMAIL.COM',",",3,),","
177,7,ROQUITA,SUÁREZ,7640431379,'16/12/1998',F,"av. Rocha, numero 5, Rio Vermelho",SÃO JOSÉ DO RIO PRETO,SP,(62) 9 8781-8489,ROQUITA.SUÁREZ,ROQUITA.SUÁREZ@GMAIL.COM,1,,(,177,",",7,",",'ROQUITA',",",'SUÁREZ',",",'7640431379',",",'16/12/1998',",",'F',",","'av. Rocha, numero 5, Rio Vermelho'",",",'SÃO JOSÉ DO RIO PRETO',",",'SP',",",'(62) 9 8781-8489',",",'ROQUITA.SUÁREZ',",",'ROQUITA.SUÁREZ@GMAIL.COM',",",1,),","
178,6,ROSELI,PEIXOTO,15233743655,'17/12/1998',F,"rua das Flores, quadra C, numero 12, Liberdade",BARREIRAS,BA,(81) 9 6088-3355,ROSELI.PEIXOTO,ROSELI.PEIXOTO@GMAIL.COM,2,,(,178,",",6,",",'ROSELI',",",'PEIXOTO',",",'15233743655',",",'17/12/1998',",",'F',",","'rua das Flores, quadra C, numero 12, Liberdade'",",",'BARREIRAS',",",'BA',",",'(81) 9 6088-3355',",",'ROSELI.PEIXOTO',",",'ROSELI.PEIXOTO@GMAIL.COM',",",2,),","
179,5,RUBIM,VILLAS,82701504449,'18/12/1998',M,"av. Embaixador Luiz, numero 13, Centro",BRASÍLIA,DF,(71) 9 7623-7854,RUBIM.VILLAS,RUBIM.VILLAS@GMAIL.COM,3,,(,179,",",5,",",'RUBIM',",",'VILLAS',",",'82701504449',",",'18/12/1998',",",'M',",","'av. Embaixador Luiz, numero 13, Centro'",",",'BRASÍLIA',",",'DF',",",'(71) 9 7623-7854',",",'RUBIM.VILLAS',",",'RUBIM.VILLAS@GMAIL.COM',",",3,),","
180,1,RUDÁ,BALDAIA,61821455444,'19/12/1998',F,"av. beira mar, numero 25, Lagoa Amarela",BRASÍLIA,DF,(62) 9 8781-8490,RUDÁ.BALDAIA,RUDÁ.BALDAIA@GMAIL.COM,3,,(,180,",",1,",",'RUDÁ',",",'BALDAIA',",",'61821455444',",",'19/12/1998',",",'F',",","'av. beira mar, numero 25, Lagoa Amarela'",",",'BRASÍLIA',",",'DF',",",'(62) 9 8781-8490',",",'RUDÁ.BALDAIA',",",'RUDÁ.BALDAIA@GMAIL.COM',",",3,),","
181,3,SABINA,SEQUEIRA,67376731717,'20/12/1998',F,"av. Rocha, numero 12, Rio Vermelho",QUIXADÁ,CE,(81) 9 6088-3356,SABINA.SEQUEIRA,SABINA.SEQUEIRA@GMAIL.COM,2,,(,181,",",3,",",'SABINA',",",'SEQUEIRA',",",'67376731717',",",'20/12/1998',",",'F',",","'av. Rocha, numero 12, Rio Vermelho'",",",'QUIXADÁ',",",'CE',",",'(81) 9 6088-3356',",",'SABINA.SEQUEIRA',",",'SABINA.SEQUEIRA@GMAIL.COM',",",2,),","
182,3,SALVINA,CESÁRIO,85172052860,'21/12/1998',F,"av. Olimpica, numero 10, apt. 102, Centro",PRESIDENTE DUTRA,SP,(71) 9 7623-7855,SALVINA.CESÁRIO,SALVINA.CESÁRIO@GMAIL.COM,3,,(,182,",",3,",",'SALVINA',",",'CESÁRIO',",",'85172052860',",",'21/12/1998',",",'F',",","'av. Olimpica, numero 10, apt. 102, Centro'",",",'PRESIDENTE DUTRA',",",'SP',",",'(71) 9 7623-7855',",",'SALVINA.CESÁRIO',",",'SALVINA.CESÁRIO@GMAIL.COM',",",3,),","
183,4,SAMUEL,GRAÇA,33813384802,'22/12/1998',M,"rua 4, quadra B, numero 3, Montes Altos",CAMPINAS,SP,(62) 9 8781-8470,SAMUEL.GRAÇA,SAMUEL.GRAÇA@GMAIL.COM,3,,(,183,",",4,",",'SAMUEL',",",'GRAÇA',",",'33813384802',",",'22/12/1998',",",'M',",","'rua 4, quadra B, numero 3, Montes Altos'",",",'CAMPINAS',",",'SP',",",'(62) 9 8781-8470',",",'SAMUEL.GRAÇA',",",'SAMUEL.GRAÇA@GMAIL.COM',",",3,),","
184,5,SAMUEL,PIMIENTA,28554411293,'23/12/1998',M,"av. Rocha, numero 2, Rio Vermelho",PRESIDENTE DUTRA,SP,(62) 9 8781-8467,SAMUEL.PIMIENTA,SAMUEL.PIMIENTA@GMAIL.COM,1,,(,184,",",5,",",'SAMUEL',",",'PIMIENTA',",",'28554411293',",",'23/12/1998',",",'M',",","'av. Rocha, numero 2, Rio Vermelho'",",",'PRESIDENTE DUTRA',",",'SP',",",'(62) 9 8781-8467',",",'SAMUEL.PIMIENTA',",",'SAMUEL.PIMIENTA@GMAIL.COM',",",1,),","
185,6,SANDRA,VIERA,56876614174,'24/12/1998',F,"av. das Orquídeas, numero 4, Liberdade",MACAPÁ,AM,(62) 9 8781-8462,SANDRA.VIERA,SANDRA.VIERA@GMAIL.COM,2,,(,185,",",6,",",'SANDRA',",",'VIERA',",",'56876614174',",",'24/12/1998',",",'F',",","'av. das Orquídeas, numero 4, Liberdade'",",",'MACAPÁ',",",'AM',",",'(62) 9 8781-8462',",",'SANDRA.VIERA',",",'SANDRA.VIERA@GMAIL.COM',",",2,),","
186,7,SEVERINO,FRÓIS,18578586204,'25/12/1998',M,"rua das Flores, quadra C, numero 14, Liberdade",ALUMÍNIO,SP,(62) 9 8781-8459,SEVERINO.FRÓIS,SEVERINO.FRÓIS@GMAIL.COM,3,,(,186,",",7,",",'SEVERINO',",",'FRÓIS',",",'18578586204',",",'25/12/1998',",",'M',",","'rua das Flores, quadra C, numero 14, Liberdade'",",",'ALUMÍNIO',",",'SP',",",'(62) 9 8781-8459',",",'SEVERINO.FRÓIS',",",'SEVERINO.FRÓIS@GMAIL.COM',",",3,),","
187,12,SEVERINO,TEODORO,81114146765,'26/12/1998',M,"av. Rocha, numero 2, Rio Vermelho",CUBATÃO,SP,(81) 9 6088-3353,SEVERINO.TEODORO,SEVERINO.TEODORO@GMAIL.COM,3,,(,187,",",12,",",'SEVERINO',",",'TEODORO',",",'81114146765',",",'26/12/1998',",",'M',",","'av. Rocha, numero 2, Rio Vermelho'",",",'CUBATÃO',",",'SP',",",'(81) 9 6088-3353',",",'SEVERINO.TEODORO',",",'SEVERINO.TEODORO@GMAIL.COM',",",3,),","
188,13,SILVANO,PIÑERO,28727112101,'27/12/1998',M,"av. das Orquídeas, numero 4, Liberdade",OSASCO,SP,(71) 9 7623-7852,SILVANO.PIÑERO,SILVANO.PIÑERO@GMAIL.COM,3,,(,188,",",13,",",'SILVANO',",",'PIÑERO',",",'28727112101',",",'27/12/1998',",",'M',",","'av. das Orquídeas, numero 4, Liberdade'",",",'OSASCO',",",'SP',",",'(71) 9 7623-7852',",",'SILVANO.PIÑERO',",",'SILVANO.PIÑERO@GMAIL.COM',",",3,),","
189,14,TABALIPA,INFANTE,16702585217,'28/12/1998',F,"rua das Flores, quadra C, numero 14, Liberdade",SÃO PAULO,SP,(62) 9 8781-8488,TABALIPA.INFANTE,TABALIPA.INFANTE@GMAIL.COM,1,,(,189,",",14,",",'TABALIPA',",",'INFANTE',",",'16702585217',",",'28/12/1998',",",'F',",","'rua das Flores, quadra C, numero 14, Liberdade'",",",'SÃO PAULO',",",'SP',",",'(62) 9 8781-8488',",",'TABALIPA.INFANTE',",",'TABALIPA.INFANTE@GMAIL.COM',",",1,),","
190,15,TIBÚRCIO,GUARANÁ,2081628791,'29/12/1998',M,"av. Beltrano, numero 32, apt. 13, Centro",SÃO PAULO,SP,(81) 9 6088-3354,TIBÚRCIO.GUARANÁ,TIBÚRCIO.GUARANÁ@GMAIL.COM,3,,(,190,",",15,",",'TIBÚRCIO',",",'GUARANÁ',",",'2081628791',",",'29/12/1998',",",'M',",","'av. Beltrano, numero 32, apt. 13, Centro'",",",'SÃO PAULO',",",'SP',",",'(81) 9 6088-3354',",",'TIBÚRCIO.GUARANÁ',",",'TIBÚRCIO.GUARANÁ@GMAIL.COM',",",3,),","
191,16,TIMÓTEO,FREIRE,1800176830,'30/12/1998',M,"rua das Flores, quadra B, numero 2, Liberdade",SÃO JOSÉ DO RIO PRETO,SP,(71) 9 7623-7853,TIMÓTEO.FREIRE,TIMÓTEO.FREIRE@GMAIL.COM,3,,(,191,",",16,",",'TIMÓTEO',",",'FREIRE',",",'1800176830',",",'30/12/1998',",",'M',",","'rua das Flores, quadra B, numero 2, Liberdade'",",",'SÃO JOSÉ DO RIO PRETO',",",'SP',",",'(71) 9 7623-7853',",",'TIMÓTEO.FREIRE',",",'TIMÓTEO.FREIRE@GMAIL.COM',",",3,),","
192,1,THIAGO,BEZERRIL,46173257009,'31/12/1998',M,"rua Projetada, numero 2, Lagos",ALUMÍNIO,SP,(62) 9 8781-8489,THIAGO.BEZERRIL,THIAGO.BEZERRIL@GMAIL.COM,1,,(,192,",",1,",",'THIAGO',",",'BEZERRIL',",",'46173257009',",",'31/12/1998',",",'M',",","'rua Projetada, numero 2, Lagos'",",",'ALUMÍNIO',",",'SP',",",'(62) 9 8781-8489',",",'THIAGO.BEZERRIL',",",'THIAGO.BEZERRIL@GMAIL.COM',",",1,),","
193,9,UBALDO,CAVADAS,34665571600,'01/01/1999',M,"av. Embaixador Luiz, numero 3, Centro",CUBATÃO,SP,(81) 9 6088-3355,UBALDO.CAVADAS,UBALDO.CAVADAS@GMAIL.COM,3,,(,193,",",9,",",'UBALDO',",",'CAVADAS',",",'34665571600',",",'01/01/1999',",",'M',",","'av. Embaixador Luiz, numero 3, Centro'",",",'CUBATÃO',",",'SP',",",'(81) 9 6088-3355',",",'UBALDO.CAVADAS',",",'UBALDO.CAVADAS@GMAIL.COM',",",3,),","
